id,date,time,tweet,language
1.44554E+18,10/5/2021,19:50:43,"UNIDADES NUEVAMENTE DISPONIBLE: Preventa Apple iPhone 13 Pro (128 GB), lanzamiento esta semana (disponible en mayores capacidades también)  Oro  https://t.co/L7dwUdDKYq  Azul Sierra  https://t.co/lcfdQj4mOv  Grafito  https://t.co/7rIM1N7mGY  Blanco  https://t.co/0Rs2BD1hnX  https://t.co/wkbgpemS1o",es
1.44554E+18,10/5/2021,19:50:29,【送料無料・即納・在庫あり】【アップル版・未開封】Apple（日本）iPhone 13 256GB SIMフリー [ミッドナイト] JAN:4549995282290 [楽天]  https://t.co/YZh8nbvL9P,ja
1.44554E+18,10/5/2021,19:50:24,Fix iPhone 13 Stuck on Black Screen iOS 15  https://t.co/6zfJRAY43w,en
1.44554E+18,10/5/2021,19:50:14,"Update: Brought my temporary REAL ID and old KY DL. Gerald helped me out and, in the process, it looks like my attempt from weeks ago triggered hot spot service upon iPhone 13 activation…? So confused but this saga appears resolved. I’ll take it.",en
1.44554E+18,10/5/2021,19:50:07,Hey @TMobile. What am I supposed to do with $250 of Apple Iphone 13 max accessories when you were just supposedly sending me a power bank for my Samsung?,en
1.44554E+18,10/5/2021,19:49:51,早く使ってみたいな → “シネマティックは当たり前”の時代に？　もう元には戻れないiPhone 13動画体験（1/5 ページ） - ITmedia NEWS   https://t.co/3MAjhesonT,ja
1.44554E+18,10/5/2021,19:49:08,@vz7k9XwMuzaLBwn スマホ買って♪iPhoneプロ13でええよ 🥰,ja
1.44554E+18,10/5/2021,19:48:10,"When I was 13, I'd launched my 1st app for the iPhone and quickly started earning $10,000 a month from downloads-enough to support my family when our middle-class house of cards (plastic ones provided by Mastercard &amp; Visa) was flattened by the Great Recession.  2/5",en
1.44554E+18,10/5/2021,19:48:05,quero um iphone 13 rosinha 😞,pt
1.44554E+18,10/5/2021,19:48:04,Will iPhone 13 pro cases fit the iPhone 12 Pro?,en
1.44554E+18,10/5/2021,19:47:44,Apple iPhone 13 Pro's estimated component cost is $570,en
1.44554E+18,10/5/2021,19:47:37,@bmw @apple. 2013 328i. New iPhone 13 ios 15. Bluetooth won’t connect. Have reset to no avail. I see either BMW with number or Handsfree on phone. Select and it grinds away. Car goes to entry number. Eventually one or the other quits &amp; says retry. Help,en
1.44554E+18,10/5/2021,19:47:36,"@Apple Vcs estão dando? Se estiverem, esse é o melhor IPHONE 13 para mim. Kkkkkk",pt
1.44554E+18,10/5/2021,19:47:32,@IslamabadiKuri iphone 13,en
1.44554E+18,10/5/2021,19:47:08,a camera do iphone 13 pro é surreal sem condições,pt
1.44554E+18,10/5/2021,19:46:56,パーツの原価だけで6万ってスゲーな。そりゃあ高くなるわ。  iPhone 13 Proをバラバラ分解、製造コストは約6万3000円と推計 - GIGAZINE  https://t.co/g1YX28d1Cj,ja
1.44554E+18,10/5/2021,19:46:32,"iPhone 13 chega ao Brasil em 15/10 no esquema ‘mais por menos’, diz fonte  https://t.co/SJ2jiu2SlJ",pt
1.44554E+18,10/5/2021,19:46:11,Gana un iPhone 13 Pro 256Gb  https://t.co/2CtmLDIRxT,in
1.44554E+18,10/5/2021,19:45:43,Vendo: iPhone 12 Motivo: iPhone 13,it
1.44554E+18,10/5/2021,19:45:24,this lowlight photography is crazy! (i went from the iPhone XR to the 13) im so glad that i made the decision. can’t wait to post pics if my snakes when they’re active at night!!!!!!#lowlight  https://t.co/TL4KQZ7oSW,en
1.44554E+18,10/5/2021,19:45:24,ahaha hi ladies xx  Twitter for iPhone 13 Pro Max  https://t.co/cGNz4wB3SZ,en
1.44554E+18,10/5/2021,19:45:14,You know apple didn’t give a fuck about the iPhone 13 because the flagship color is the same ugly ass shit as last year….some hideous shade of blue with way too much grey in it.,en
1.44554E+18,10/5/2021,19:45:14,@Trem__Pires Quer pegar o iPhone 13 ela,pt
1.44554E+18,10/5/2021,19:45:10,"Well I have my 1st IPhone for over 10 years, it’s a big boy 13 pro max and weighty. Loving it so far @Apple",en
1.44554E+18,10/5/2021,19:44:45,"""iPhone 12 Pro Max ou 13 ne me dit rien et c’est nul ""  est entrain de demander au propriétaire de iPhone 12 de lui envoyer ses selfies pour qu’elle publie sur Instagram 😌😌😌😌😌😌😌😌😌😌😌 La vie ce n'est pas facile 😂😂",fr
1.44554E+18,10/5/2021,19:44:42,eu querendo trocar de celular e o iphone 13 quase um rim,pt
1.44554E+18,10/5/2021,19:44:38,@noticias_tvperu @PedroCastilloTe dales tu iphone 13 pues! mentiroso!,es
1.44554E+18,10/5/2021,19:44:11,The iPhone 13 fast as hell hold awn,en
1.44554E+18,10/5/2021,19:44:11,"I give up after trying to buy iPhone 13 pro Max on Visible for past 72 hours. Multiple chats, but no resolution. No one knows or admits the website is buggy. Go get a sales team or hire someone who can fix bugs for you @visiblecare  #terrible #useless",en
1.44554E+18,10/5/2021,19:43:48,"Forget the iPhone 13, the iPhone the police officer from Squid Game got is at 12% after 5 days of no charging. I WANT THAT",en
1.44554E+18,10/5/2021,19:43:33,Check out this new iphone 13 case that I uploaded to  https://t.co/6SKcDgbXkE!  https://t.co/a5gwi0X7Ne,en
1.44554E+18,10/5/2021,19:43:31,finally ordered the fucking iphone 13 after being unavailable everyfuckingwhere,en
1.44554E+18,10/5/2021,19:43:03,iOS 15 and iPhone 13 Causing CarPlay Issues for Some Users - MacRumors  https://t.co/gA8fBTrtDe,en
1.44553E+18,10/5/2021,19:42:53,people who just bought the iphone 13 are crying and throwing up rn,en
1.44553E+18,10/5/2021,19:42:50,Got new set of Apple iPhone 13 for sale at quite an affordable rate. DM me if you're interested or probably you're a reseller.  Also help retweet this. 🙏  #iphone13series #appleiphone13series  https://t.co/EJaJwvyki2,en
1.44553E+18,10/5/2021,19:42:49,Some  things Steve Jobs would not have abided:  •Apple Pencil •AirPower failure •MagSafe battery ‘camel hump’ •iPhone 13 Pro Max gigantic camera bump (and its mismatch with the MagSafe charger) •Apple TV languishing (he claimed to Walter Isaacson that he’d “solved it”),en
1.44553E+18,10/5/2021,19:42:44,iPhone XS mais faut je me change par un iPhone 13 parce que j’en peux plus de lui,fr
1.44553E+18,10/5/2021,19:42:39,Anyone know why my Insta stories and TikTok’s are really zoomed in on the iPhone 13?,en
1.44553E+18,10/5/2021,19:42:37,"Preciso de um celular novo, de preferência um iPhone 13 por favor",pt
1.44553E+18,10/5/2021,19:41:58,Gana un iPhone 13 Pro 256Gb  https://t.co/MPUrYBRUQv,in
1.44553E+18,10/5/2021,19:41:50,手帳タイプのスマホカバーがだいぶ下手ってきたので買い替えたいかなぁ…でもiPhone XS用のカバーを今買い替えるのもなぁ…多分次の春には13に変えるし…,ja
1.44553E+18,10/5/2021,19:41:45,@hinge fyi your latest app update borked the app on iPhone 13 pro. UI is broken. Permanent X button and all the bottom tabs are invisible  https://t.co/JrW1SPE1bQ,en
1.44553E+18,10/5/2021,19:41:21,Faz uma semana q os iPhones 13 foi lançado no mercado e já tem rumor do iPhone 14,pt
1.44553E+18,10/5/2021,19:41:16,Of course it came in time for the off-season 😂  Anybody have any iPhone 13 tips/tricks/accessories/apps I gotta try?  https://t.co/aEGL7Z5Bpk,en
1.44553E+18,10/5/2021,19:41:04,Been using my phone basically since I’ve been up at 8 am this morning constantly til now at 8 that I’m leaving work. Still more battery to go. Even using to play a game that drains even more battery than Pokémon Go.   This is the iPhone 13 Pro Max.  https://t.co/npYQIsAAMu,en
1.44553E+18,10/5/2021,19:40:40,#تخفيضات_العبداللطيف  جوائز #تخفيضات_العبداللطيف 🎉 3 أجهزة iPhone 13 Pro  📱📱📱  🔁 فضلا ريتويت 🔔 فعل التنبيهات 💬 منشن أصدقائك 🙄 ترقبوا التفاصيل  مع تمنياتنا للجميع بالتوفيق ،،،  #مفروشات_العبداللطيف @AZ_SHEHRI81   #للفخامة_روادها,ar
1.44553E+18,10/5/2021,19:40:38,【送料無料・即納・在庫あり】【アップル版・未開封】Apple（日本）iPhone 13 ProMax 256GB SIMフリー [シエラブルー] JAN:4549995280463 [楽天]  https://t.co/xtnZhPZOUg,ja
1.44553E+18,10/5/2021,19:40:38,DESIDIDO NA AKO. MAG OOT AKO PARA SA IPHONE 13 🥰💪👌,tl
1.44553E+18,10/5/2021,19:40:33,Highly recommend the iPhone 13 pro peeps. I love it. Also I’m home. If anyone wants to hang? Who’s in KTown rn????,en
1.44553E+18,10/5/2021,19:40:08,this iphone 13 awfully actin like an 8,en
1.44553E+18,10/5/2021,19:39:40,Algum suggar daddy pra me dar um iphone 13 pro Max de presente,pt
1.44553E+18,10/5/2021,19:39:29,"""No, no te voy a comprar el iPhone 13""🚩🚩🚩🚩🚩🚩🚩🚩🚩",es
1.44553E+18,10/5/2021,19:39:17,look at that hi def iphone 13 pro max mirror selfie,en
1.44553E+18,10/5/2021,19:39:12,"@stephlova__ Hi girls, got a new set of iPhone 13 for sale. You can check it out on my feeds.",en
1.44553E+18,10/5/2021,19:39:05,LATOKEN iPhone 13 giveaway  @airdropking_io @AirdropKingNews @Virendra7713  https://t.co/hOJCpK4b3y,en
1.44553E+18,10/5/2021,19:38:53,NUEVO ASMR con el iPhone 13 Pro Max. Ver acá:  https://t.co/IxY5Zw4kzU  https://t.co/Fr6zlaYmYZ,es
1.44553E+18,10/5/2021,19:38:22,iPhone 13 pro 512 and iPad Air giveaway  https://t.co/2NP0n0eQ1I via @YouTube,en
1.44553E+18,10/5/2021,19:38:21,the camera on the iphone 13.. WOW 😍,en
1.44553E+18,10/5/2021,19:37:32,I just entered this giveaway for an iPhone 13 Pro  https://t.co/cVhynERWCi,en
1.44553E+18,10/5/2021,19:37:09,@Brends_vitoria e @cibellyrj quero o iphone 13 tá,pt
1.44553E+18,10/5/2021,19:37:09,honestly all of these videos from #hslot should just be the new commercial for the iPhone 13. They look like they were filmed with my eyeballs,en
1.44553E+18,10/5/2021,19:36:54,Need Hilfe bei Entscheidung… iPhone 13 Farbe,de
1.44553E+18,10/5/2021,19:36:50,@xjoannax__ @vanniashryver @itaintaaron i want an iphone 13,en
1.44553E+18,10/5/2021,19:36:45,Would you want to see a 2 iPhone 13 Pro giveaway with me and @itskiylie ??? Make sure to have our notis on 👀,en
1.44553E+18,10/5/2021,19:36:39,iphone 13 or 13 pro?? 🧐 like what’s the mffff difference 😭,en
1.44553E+18,10/5/2021,19:36:27,"So my ass been thinking Tmobile service fuckin up, the ig/fb glitch didn’t really bother me but my service overall been TRASH AF!! And if this is your way of telling me to upgrade to the iPhone 13, my bday next month so RELAX!!",en
1.44553E+18,10/5/2021,19:36:14,baduyyy bat wala kayo stock ng iphone 12-13 pro max?,tl
1.44553E+18,10/5/2021,19:36:11,¿Estas listo para lo mejor en tecnología?  ¡Muy pronto llega el iPhone 13 y iPhone 13 pro a Movistar!  https://t.co/eXOpC4hQfS,es
1.44553E+18,10/5/2021,19:35:58,does the iphone 13 run on windows 95?  no? then i don't want that bullshit!,en
1.44553E+18,10/5/2021,19:35:54,love that new iphone 13 front cam feature where it destroys your self esteem,en
1.44553E+18,10/5/2021,19:35:48,Apple Crediting 3% Daily Cash to Apple Card Users Who Experienced Issues With iPhone 13 Purchases  https://t.co/a49pihnmMG,en
1.44553E+18,10/5/2021,19:34:42,Why does the PearPhone 13 copied the iPhone 13? #StupidiPhone13Questions,en
1.44553E+18,10/5/2021,19:34:34,@Tremelune hi b…   thinking about the iphone® 13 PRO i still have the 7 when you have an older phone than dida…,en
1.44553E+18,10/5/2021,19:34:23,"Agora pronto tava conversando com um amigo sobre o iPhone 11,12,13 e agora tudo tá mostrando eles aff num atenta cão",pt
1.44553E+18,10/5/2021,19:34:14,ปรึกษาหน่อยค่ะ ระหว่าง iPhone 12 pro max กับ iPhone 13 pro  เราจะเอาเงินที่ไหนซื้อคะ?,th
1.44553E+18,10/5/2021,19:33:58,"the iphone 13 pro camera is pretty good, first gig to test it out and it was magical. thank you bmth &lt;3  https://t.co/71aB0bH6y4",en
1.44553E+18,10/5/2021,19:33:36,早速買ったiPhone 13にこれは使える！ 気泡無しで貼りやすい、iPhone 13用の保護フィルム♪ 指紋防止、覗き見防止、抗菌、ブルーライトカットってどれんだけの優れもの？！ガラスフィルムなので歪みも無いよね。  https://t.co/5putr34nTC,ja
1.44553E+18,10/5/2021,19:33:33,🐬楽天モバイル🐬 おトクな流れ  🉐事前エントリー ↓ 申込み ↓ 条件達成💐 ↓ 楽天ポイント付与🐸  とらいちゃんのブログで キャンペーン情報発信中 iPhone 12 13🐰,ja
1.44553E+18,10/5/2021,19:33:10,Copy &amp; paste from a *photo* is the most useful feature on iPhone 13. I am so happy for this!,en
1.44553E+18,10/5/2021,19:32:48,naiistress ako gusto ko ng iphone 13,tl
1.44553E+18,10/5/2021,19:32:35,13 pro might be my new favorite iPhone ever,en
1.44553E+18,10/5/2021,19:32:29,"My husband after I tried to convince him I need the new iPhone 13 pro max, so I can take excellent flower trials videos. (I would just buy it but my phone is under his business’s plan)...  https://t.co/bk97U0EatT",en
1.44553E+18,10/5/2021,19:32:08,uma famosa c um iPhone 11 e eu um pobre coitado querendo o 13…,pt
1.44553E+18,10/5/2021,19:32:02,@esel_s7 iPhone 13 Pro Max - Blue Sierra ♥️🏃🏽‍♀️,it
1.44553E+18,10/5/2021,19:31:59,iPhone 13: 10mil meu beijo: impossível melhor você comprar um iphone mesmo,pt
1.44553E+18,10/5/2021,19:31:57,When you just bought the IPhone 13 &amp; Apple is already giving updates about the IPhone 14,en
1.44553E+18,10/5/2021,19:31:27,山田祥平のニュース羅針盤(298) SIMロック無し、eSIM実装のiPhone 13が示す「あるべき姿」  https://t.co/t0CPx1chzx #5G #モバイル通信 #xR 2021年10月05日 23時31分,ja
1.44553E+18,10/5/2021,19:30:56,so my mom gave me the new iphone 13... why am i lucky,en
1.44553E+18,10/5/2021,19:30:55,"Ei, pegue 0 IPHONE13 tokens e espalhe tecnologia incrível. É gratuito, muito fácil e poderoso. LATOKEN iPhone 13 giveaway'",pt
1.44553E+18,10/5/2021,19:30:29,"Scolor Tear case for Apple iPhone 13 Clear Designed ca...  https://t.co/9XmI1SivMd #Amazon  PROTECT your smartphone with S Color made by SG Hightech, 1st Vender of Samsung &amp; OPPO  https://t.co/66Aet95ovY",en
1.44553E+18,10/5/2021,19:30:19,"Scolor stonic case for Apple iPhone 13 Matte Designed ...  https://t.co/PiHzxK5sco #Amazon  PROTECT your smartphone with S Color made by SG Hightech, 1st Vender of Samsung &amp; OPPO  https://t.co/iuBbAxBT5i",en
1.44553E+18,10/5/2021,19:30:19,iPhone 13 Pro 512GB &amp; iPad Air Giveaway  https://t.co/8VogWRM9vz via @YouTube,en
1.44553E+18,10/5/2021,19:30:10,"Scolor Moon case for Apple iPhone 13 Clear Designed ca...  https://t.co/UqDjE5nG3P #Amazon  PROTECT your smartphone with S Color made by SG Hightech, 1st Vender of Samsung &amp; OPPO  https://t.co/KUffwGRvNL",en
1.44553E+18,10/5/2021,19:29:30,El iPhone 13 no es tan caro comparado con lo que estoy pagando por haberte conocido,es
1.44553E+18,10/5/2021,19:29:12,"The iphone 13 camera is insanely better than all previous cameras it’s crazy, been using my brothers to take pictures 😂",en
1.44553E+18,10/5/2021,19:28:56,A15 Bionic i iPhone 13 snabbare än Apple påstår. Via @99se  https://t.co/BrqpvvBY8h,sv
1.44553E+18,10/5/2021,19:28:33,Queria tá triste com um iPhone 13 mas infelizmente só tô triste,pt
1.44553E+18,10/5/2021,19:28:25,iPhone 13のカメラ、ボトムズより鳥山明に見えてくる (まだうちには届かない,ja
1.44553E+18,10/5/2021,19:28:15,@trajaza @jujibsss iiih verdade q ce vai mi dar um iphone 13 pro né,pt
1.44553E+18,10/5/2021,19:28:01,iPhone 13 is not #ESG,en
1.44553E+18,10/5/2021,19:27:54,Apple Card giving Daily Cash credits to iPhone 13 buyers affected by pre-order glitches.  https://t.co/s87cqpt6Lw,en
1.44553E+18,10/5/2021,19:27:49,ill tweet once im done setting up my iPhone 13!!!!,en
1.44553E+18,10/5/2021,19:27:40,iPhone 13 Camera 😮‍💨🥴🔥,it
1.44553E+18,10/5/2021,19:27:28,The best iPhone 13 Pro Max screen protectors  https://t.co/gsJOtPoJBR via @AIVAnet  PROTECT with Whitestone Dome Glass / Case / Scolor Dome Glass vs Film  https://t.co/aRMDBxQ8gc  SHOP: Whitestone  https://t.co/MLWj6yaaS0  amazon  https://t.co/QhL2nQJACP #docomo #mobilefun  https://t.co/Wx7yjF4tmx,en
1.44553E+18,10/5/2021,19:27:25,Your new iPhone 13 doesn't belong to you | ZDNet  https://t.co/Nf9TV3pDeZ,en
1.44553E+18,10/5/2021,19:26:44,「iPhone 13 Pro Max」のマクロ撮影性能は眼科医が診察に使うレベルに達している - GIGAZINE  https://t.co/YaspoyR9gf,ja
1.44553E+18,10/5/2021,19:26:43,I just want to know why the IPhone 13 doesn’t come with a charger?,en
1.44553E+18,10/5/2021,19:26:42,Regálame ese iPhone 13,es
1.44553E+18,10/5/2021,19:26:31,Apple Crediting 3% Daily Cash to Apple Card Users Who Experienced Issues With iPhone 13 Purchases  https://t.co/2wnCJgxUok #MacRumors,en
1.44553E+18,10/5/2021,19:26:22,@KotoriiSenpaii Get iPhone 13,en
1.44553E+18,10/5/2021,19:26:11,Getting my baby and iPhone 13 pro max &amp; an Apple Watch he don’t even know 🥰🤫,en
1.44553E+18,10/5/2021,19:26:09,iPhone 13 A15晶片快對手50%　真實測試數字和官方不同  https://t.co/Txz98EDAL8,zh
1.44553E+18,10/5/2021,19:26:08,Anybody got the iPhone 13?? I’m debating on it.. ima get the mini tho cuz of my arthritis🥴,en
1.44553E+18,10/5/2021,19:25:32,Apple Crediting 3% Daily Cash to Apple Card Users Who Experienced Issues With iPhone 13 Purchases  https://t.co/tJC57YLflm,en
1.44553E+18,10/5/2021,19:24:43,Se vale soñar que para mi cumple el 26 de diciembre tenga en mis manos el iPhone 13 en el color sierra blue🥺,es
1.44553E+18,10/5/2021,19:24:40,"@joshua_smawley Hey Joshua, we are happy to check out your Jump Upgrade options and see how we can help you get that new iPhone 13. Send our team a DM so we can check out your account specifics in detail. ^Erica Ramos",en
1.44553E+18,10/5/2021,19:24:32,The iPhone 13 pro max is so popular that if you order one you don't get it until mid November. I ordered mine two weeks ago and I hope it arrives very soon because I just want it in my hands 😂😂😂. Never known a phone to be this in demand before lmao.,en
1.44553E+18,10/5/2021,19:24:26,ang ganda pala ng iPhone 13 pro max mukhang kailangan ko na ata ibenta isa kong kidney 🥲 jk.,tl
1.44553E+18,10/5/2021,19:24:22,"@aranalafuen @shllmgd @rumahidaman__ @delution_id Beli iphone 13 aja dulu, lha wong cuman 21 juta doang..  emang bisa beli rumah seharga 21 juta?",in
1.44553E+18,10/5/2021,19:23:39,なんかiPhoneの操作感変わった…？言うてたら今日13が届くんだけど。(ただし夫が受け取れれば),ja
1.44553E+18,10/5/2021,19:23:21,~ I still don’t want Android phone - Give me iPhone 13 pro.,en
1.44553E+18,10/5/2021,19:21:46,Omg this iPhone 13 Pro Camera Though😳✨,en
1.44553E+18,10/5/2021,19:21:37,The Best iPhone 13 Pro Screen Protectors by Cyber Techbiz  https://t.co/lulV1kfkhU  PROTECT with Whitestone Dome Glass / Case / Scolor Dome Glass vs Film  https://t.co/AOwZz11Sel  SHOP: Whitestone  https://t.co/wncIR61Nps  amazon  https://t.co/1M9DvowQ7A #docomo #mobilefun  https://t.co/jynA8sUn2p,en
1.44553E+18,10/5/2021,19:21:29,"Most iPhone users not impressed by the iPhone 13 series, defectors eyeing Google Pixel  https://t.co/3E95yXIJmH",en
1.44553E+18,10/5/2021,19:21:21,L’iPhone 13 pink… j’y pense,fr
1.44553E+18,10/5/2021,19:21:17,"@trajaza @jbleticiaamanda poxa, obrigado por me dar o novo iPhone 13 🤗",pt
1.44553E+18,10/5/2021,19:21:01,my cool cat blue iPhone 13 is on backorder :( noooooo,en
1.44553E+18,10/5/2021,19:20:16,I want the iPhone 13,en
1.44553E+18,10/5/2021,19:19:57,Should I get the iPhone 13,en
1.44553E+18,10/5/2021,19:19:40,"So, I got my iPhone 13 pro today.  https://t.co/MNJsEFdDN8",en
1.44553E+18,10/5/2021,19:19:35,@UnboxTherapy Iphone 13,en
1.44553E+18,10/5/2021,19:19:34,@KymKarath iPhone 13?,en
1.44553E+18,10/5/2021,19:19:05, https://t.co/b72lMXvZu4 Crediting 3% Daily Cash to Apple Card Users Who Experienced Issues With iPhone 13 Purchases  https://t.co/DqLC1lGK2u,en
1.44553E+18,10/5/2021,19:18:58,@ATT @100Thieves I need to level up my phone too! Waiting for my iPhone 13 to come in the mail! #ATTx100TVRChat #ATTSweepstakes,en
1.44553E+18,10/5/2021,19:18:19,Apple信者ですが、しばらく悩んだ結果、iPhone 13は見送り決定。iPhone 12 miniを持っていて、バッテリー持ちに不満があるものの、買い替えの決定打が無かった。来年のiPhone 14？でのメジャーアップデートに期待。特にTouch ID復活！,ja
1.44553E+18,10/5/2021,19:17:28,"Codm has me collecting phones… got the RM6, Sony Xperia |||, iPhone XS, and now the iPhone 13 pro max… #CoDMobile  https://t.co/r1jXwtRUQq",en
1.44553E+18,10/5/2021,19:17:27,"Tela e áudio do iPhone 13 são elogiados pelo DXOMARK["" https://t.co/QejI6IiS53""]",pt
1.44553E+18,10/5/2021,19:17:19,Kesan pertama iphone 13 pro sierra blue. Ini birunya kok kayak opacity yg diturunin yaa??,in
1.44553E+18,10/5/2021,19:16:56,@trajaza @clecleeeeeee iphone 13? 🥳,en
1.44553E+18,10/5/2021,19:16:18,I beg make it iPhone 13🙏🏾🤝😭so I join 🙏🏾🙏🏾🙏🏾,en
